tissue_block_id,dataset_id,renal_pyramid,cell_type,x,y,z
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0598361,0.280447,-0.118492
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0630644,0.266201,-0.123842
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0540734,0.286386,-0.115263
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0615157,0.277898,-0.116708
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0561107,0.278752,-0.118179
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.063165,0.276898,-0.113903
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0550345,0.283138,-0.119512
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0464383,0.287139,-0.112581
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0572683,0.272086,-0.119186
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0517363,0.28922,-0.115584
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.059225,0.283316,-0.114786
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0576101,0.273308,-0.121475
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0483389,0.285214,-0.112429
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0629379,0.275345,-0.11361
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0652973,0.270395,-0.123789
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0525024,0.28688,-0.117812
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0514375,0.283658,-0.106114
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0589752,0.271126,-0.123748
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0533294,0.279292,-0.113004
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0507349,0.286409,-0.116355
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0633505,0.274859,-0.113813
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0618188,0.265986,-0.123
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0558555,0.287647,-0.119529
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.056924,0.283453,-0.116208
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0560981,0.284604,-0.116429
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0593765,0.280791,-0.10821
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.060451,0.28077,-0.119695
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0581751,0.282614,-0.11404
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0552544,0.285328,-0.120297
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0600099,0.270679,-0.116239
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.054608,0.285122,-0.110621
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0579605,0.275877,-0.105588
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0623077,0.267149,-0.119911
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0585554,0.285254,-0.122
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0596698,0.281897,-0.117088
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0585607,0.286163,-0.114894
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0562232,0.28538,-0.121804
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0569145,0.267684,-0.11992
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0612259,0.285235,-0.113069
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0573287,0.275413,-0.113511
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0621954,0.277565,-0.114263
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0559109,0.283359,-0.103988
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0533081,0.283262,-0.114802
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.057532,0.277685,-0.109799
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.055849,0.283216,-0.111243
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.06083,0.282388,-0.114806
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0614465,0.26747,-0.118786
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0581665,0.281536,-0.108308
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0582992,0.27945,-0.118385
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0636341,0.266352,-0.118451
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0592788,0.275152,-0.109905
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0542516,0.277201,-0.101413
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.050476,0.282954,-0.115068
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0525301,0.279083,-0.116411
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0647807,0.268888,-0.123771
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0609499,0.280234,-0.111527
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0611559,0.272213,-0.118827
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0541901,0.287391,-0.117327
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0471395,0.28547,-0.115243
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.05619,0.278449,-0.109735
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0543139,0.283542,-0.105738
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0579632,0.27616,-0.11181
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0608501,0.26224,-0.118055
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0621214,0.263278,-0.113539
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0590184,0.267364,-0.118336
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0601306,0.259585,-0.113981
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0612205,0.276446,-0.118208
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0601197,0.279093,-0.117134
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.055663,0.275665,-0.10369
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0597022,0.276701,-0.115645
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0611392,0.282406,-0.112295
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0577398,0.281293,-0.112774
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0573908,0.283002,-0.118905
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0645703,0.272628,-0.122394
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0586049,0.272331,-0.118438
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0523302,0.282354,-0.117373
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0568797,0.280937,-0.117351
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0609012,0.266259,-0.120407
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0589089,0.268318,-0.114501
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0604673,0.272488,-0.117257
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0569103,0.270112,-0.120235
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0621439,0.272355,-0.113237
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0546861,0.28245,-0.111027
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0527514,0.284718,-0.10758
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0512692,0.28433,-0.12063
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0615254,0.276239,-0.115291
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.05308,0.285591,-0.116467
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0538242,0.286484,-0.119856
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.062094,0.274057,-0.114806
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0523334,0.283743,-0.107381
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0615695,0.276972,-0.124514
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0496311,0.288978,-0.118409
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.059931,0.274722,-0.111211
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0562797,0.278779,-0.11227
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0550528,0.282511,-0.117112
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.064084,0.270264,-0.124025
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0485984,0.282043,-0.113679
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0552795,0.281527,-0.109617
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.058363,0.265326,-0.115107
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0482611,0.288308,-0.117653
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.057136,0.269478,-0.122048
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0523131,0.284859,-0.11438
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0569894,0.279218,-0.107251
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0579351,0.278984,-0.11201
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.05775,0.285526,-0.121268
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0582498,0.274748,-0.116928
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0621714,0.270567,-0.11727
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0612152,0.271792,-0.121558
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0541221,0.27808,-0.113996
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0482383,0.285805,-0.112692
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0545569,0.283615,-0.116194
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0596318,0.273794,-0.112311
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0607333,0.277302,-0.116019
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0623881,0.281176,-0.121253
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0605449,0.275044,-0.11665
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0614055,0.275746,-0.122266
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0568026,0.261564,-0.116188
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0487072,0.281708,-0.114538
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.058709,0.277032,-0.108729
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0602096,0.268405,-0.119135
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0608395,0.27728,-0.111057
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0554368,0.281334,-0.103116
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0559229,0.286575,-0.122766
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0559694,0.280648,-0.110268
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0592829,0.262178,-0.1201
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0603161,0.272915,-0.117646
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0636872,0.274385,-0.126711
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0546544,0.280808,-0.100814
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0606957,0.279846,-0.11318
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0571324,0.285172,-0.1194
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0509462,0.284225,-0.117293
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0612604,0.279335,-0.112316
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.056237,0.283957,-0.113402
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0499718,0.281682,-0.113185
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0589967,0.272326,-0.117518
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0617577,0.282309,-0.121068
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0573957,0.28333,-0.107134
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.057072,0.280867,-0.114162
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0604878,0.273487,-0.124264
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0578907,0.270291,-0.1205
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0624059,0.283211,-0.120422
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0618247,0.277065,-0.119903
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0639501,0.274941,-0.117833
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.06199,0.269221,-0.124223
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0552303,0.275167,-0.104412
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0627487,0.26882,-0.121923
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0604498,0.26785,-0.123071
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0539087,0.287783,-0.118848
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0609334,0.279119,-0.113208
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0574271,0.276318,-0.107713
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0563851,0.279329,-0.107069
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0596984,0.278379,-0.114763
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0570863,0.282134,-0.105757
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0489552,0.28449,-0.114138
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.052746,0.280512,-0.111579
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0526073,0.28408,-0.105426
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0622922,0.267535,-0.113868
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0593952,0.280244,-0.116561
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0569616,0.269119,-0.119229
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0522678,0.283144,-0.120713
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.056378,0.282046,-0.120343
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0586563,0.267565,-0.121484
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.057358,0.284654,-0.111136
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0598957,0.266339,-0.112901
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0622699,0.276329,-0.116531
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0587496,0.275944,-0.111265
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0547035,0.282607,-0.114193
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0600007,0.275985,-0.111548
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0624633,0.270158,-0.123938
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0615789,0.279638,-0.113725
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0558027,0.283367,-0.109356
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0553083,0.283986,-0.10906
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0622968,0.269092,-0.116722
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0582084,0.263772,-0.118818
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0618836,0.278803,-0.116964
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0649808,0.276923,-0.118013
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0602469,0.279482,-0.119343
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0588157,0.264203,-0.117956
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0588181,0.275335,-0.120544
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0609698,0.265082,-0.114036
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.061669,0.273339,-0.118377
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0469312,0.285878,-0.11313
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0561115,0.280214,-0.114913
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0540317,0.287069,-0.118973
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0591245,0.277194,-0.123839
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0639564,0.274099,-0.122468
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0597874,0.272772,-0.112099
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.059607,0.276261,-0.119704
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0487867,0.286089,-0.113389
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0524216,0.27996,-0.103208
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0596515,0.280232,-0.120875
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0495735,0.286141,-0.116206
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0589751,0.278277,-0.119812
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0590921,0.273196,-0.112069
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0565573,0.282526,-0.115047
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.054346,0.279992,-0.108721
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0572386,0.277787,-0.104184
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0525845,0.279675,-0.111778
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Medullary Fibroblast,-0.0630748,0.262229,-0.118929
